Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism	Type	Source	Synonyms
BEND6	BEN domain-containing protein	Sus scrofa	protein	UniProtKB	
ATXN1L	AXH domain-containing protein	Sus scrofa	protein	UniProtKB	
LPCAT4	PlsC domain-containing protein	Sus scrofa	protein	UniProtKB	
RENBP	N-acylglucosamine 2-epimerase	Sus scrofa	protein	UniProtKB	
L3MBTL3	SAM domain-containing protein	Sus scrofa	protein	UniProtKB	
IRAK1	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
SRPX	Sushi repeat-containing protein SRPX	Sus scrofa	protein	UniProtKB	
PEX1	Peroxin-1	Sus scrofa	protein	UniProtKB	
TAF6L	TAF domain-containing protein	Sus scrofa	protein	UniProtKB	
NSG1	NSG1 protein	Sus scrofa	protein	UniProtKB	
BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	Sus scrofa	protein	UniProtKB	
FAXDC2	Fatty acid hydroxylase domain-containing protein	Sus scrofa	protein	UniProtKB	
CRYBA2	Beta-crystallin A2	Sus scrofa	protein	UniProtKB	
ATP2B4	Calcium-transporting ATPase	Sus scrofa	protein	UniProtKB	
KLF5	Krueppel-like factor 5	Sus scrofa	protein	UniProtKB	
TRIM26	Tripartite motif-containing protein 26	Sus scrofa	protein	UniProtKB	ZNF173
COL4A4	Collagen IV NC1 domain-containing protein	Sus scrofa	protein	UniProtKB	
B3GALT4	Hexosyltransferase	Sus scrofa	protein	UniProtKB	
PFDN6	Prefoldin subunit 6	Sus scrofa	protein	UniProtKB	
RGL2	Ral guanine nucleotide dissociation stimulator-like 2	Sus scrofa	protein	UniProtKB	
TAPBP	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
G3BP2	G3BP2	Sus scrofa	protein	UniProtKB	
SLC9A1	Sodium/hydrogen exchanger 1	Sus scrofa	protein	UniProtKB	NHE1
BRS3	Bombesin receptor subtype-3	Sus scrofa	protein	UniProtKB	
CDSN	Corneodesmosin	Sus scrofa	protein	UniProtKB	
DAXX	Death domain-associated protein 6	Sus scrofa	protein	UniProtKB	
KIFC1	Kinesin-like protein	Sus scrofa	protein	UniProtKB	
EPHX1	Epoxide hydrolase	Sus scrofa	protein	UniProtKB	
ABCA6	ATP-binding cassette sub-family A member 6	Sus scrofa	protein	UniProtKB	
TMLHE	Trimethyllysine dioxygenase, mitochondrial	Sus scrofa	protein	UniProtKB	
UGCG	ceramide glucosyltransferase	Sus scrofa	protein	UniProtKB	
IGF2BP2	RRM domain-containing protein	Sus scrofa	protein	UniProtKB	
PPIA	Peptidyl-prolyl cis-trans isomerase A	Sus scrofa	protein	UniProtKB	
O19074	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	Sus scrofa	protein	UniProtKB	
EPB41L3	FERM domain-containing protein	Sus scrofa	protein	UniProtKB	
ESCO1	Establishment of sister chromatid cohesion N-acetyltransferase 1	Sus scrofa	protein	UniProtKB	
PHF1	PHD-type domain-containing protein	Sus scrofa	protein	UniProtKB	
CUTA	Protein CutA	Sus scrofa	protein	UniProtKB	
NAA10	N-terminal amino-acid N(alpha)-acetyltransferase NatA	Sus scrofa	protein	UniProtKB	
F12	Coagulation factor XII	Sus scrofa	protein	UniProtKB	
ACBD3	Golgi resident protein GCP60	Sus scrofa	protein	UniProtKB	
TRUB1	tRNA pseudouridine(55) synthase	Sus scrofa	protein	UniProtKB	
JAK2	Tyrosine-protein kinase JAK2	Sus scrofa	protein	UniProtKB	
APCS	Serum amyloid P-component	Sus scrofa	protein	UniProtKB	
UFSP2	Ufm1-specific protease 2	Sus scrofa	protein	UniProtKB	
C15H4orf47	UPF0602 protein C4orf47 homolog	Sus scrofa	protein	UniProtKB	C4orf47
TP73	Tumor protein p73	Sus scrofa	protein	UniProtKB	
K7GKB8	Spt20 domain-containing protein	Sus scrofa	protein	UniProtKB	
TLR10	TIR domain-containing protein	Sus scrofa	protein	UniProtKB	
TPPP2	Tubulin polymerization-promoting protein family member 2	Sus scrofa	protein	UniProtKB	
ARHGEF15	DH domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC102164547	Zinc finger protein 420	Sus scrofa	protein	UniProtKB	
LPAR3	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	EDG7|LPA3
MICAL1	F-actin monooxygenase	Sus scrofa	protein	UniProtKB	
REV3L	DNA polymerase zeta catalytic subunit	Sus scrofa	protein	UniProtKB	
TRAF3IP2	SEFIR domain-containing protein	Sus scrofa	protein	UniProtKB	
MAGT1	Magnesium transporter protein 1	Sus scrofa	protein	UniProtKB	
ZNF624	Zinc finger protein 624	Sus scrofa	protein	UniProtKB	
NUDT12	NAD-capped RNA hydrolase NUDT12	Sus scrofa	protein	UniProtKB	
MBD6	MBD domain-containing protein	Sus scrofa	protein	UniProtKB	
TSPAN5	Tetraspanin	Sus scrofa	protein	UniProtKB	
SORBS2	Sorbin and SH3 domain-containing protein 2	Sus scrofa	protein	UniProtKB	
ANKRD37	Ankyrin repeat domain-containing protein 37	Sus scrofa	protein	UniProtKB	
KLKB1	Plasma kallikrein	Sus scrofa	protein	UniProtKB	
TLR3	TIR domain-containing protein	Sus scrofa	protein	UniProtKB	
CKB	creatine kinase	Sus scrofa	protein	UniProtKB	
LAPTM4A	Lysosomal protein transmembrane 4 alpha	Sus scrofa	protein	UniProtKB	
CATSPER3	Ion_trans domain-containing protein	Sus scrofa	protein	UniProtKB	
MRPS26	28S ribosomal protein S26, mitochondrial	Sus scrofa	protein	UniProtKB	
PRRT3	Proline rich transmembrane protein 3	Sus scrofa	protein	UniProtKB	
SLC6A6	Transporter	Sus scrofa	protein	UniProtKB	
LAMA4	Laminin subunit alpha-4	Sus scrofa	protein	UniProtKB	
OR5C1	Olfactory receptor	Sus scrofa	protein	UniProtKB	
EDIL3	EGF-like repeat and discoidin I-like domain-containing protein 3	Sus scrofa	protein	UniProtKB	
KIF21B	Kinesin motor domain-containing protein	Sus scrofa	protein	UniProtKB	
FLT3	receptor protein-tyrosine kinase	Sus scrofa	protein	UniProtKB	
C5	Complement C5a anaphylatoxin	Sus scrofa	protein	UniProtKB	
INMT	Indolethylamine N-methyltransferase	Sus scrofa	protein	UniProtKB	
LOC100049687	Disintegrin and metalloproteinase domain-containing protein 18	Sus scrofa	protein	UniProtKB	
USP46	USP domain-containing protein	Sus scrofa	protein	UniProtKB	
ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	Sus scrofa	protein	UniProtKB	
SORBS2	Sorbin and SH3 domain-containing protein 2	Sus scrofa	protein	UniProtKB	
BCL2L1	Bcl-2-like protein 1	Sus scrofa	protein	UniProtKB	bcl-xL
A0A287AWY1	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
C3	Complement C3	Sus scrofa	protein	UniProtKB	
RPUSD3	PseudoU_synth_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
TTLL3	Tubulin monoglycylase TTLL3	Sus scrofa	protein	UniProtKB	
HDAC2	Histone deacetylase 2	Sus scrofa	protein	UniProtKB	
HS3ST5	Sulfotransferase	Sus scrofa	protein	UniProtKB	
FRK	Tyrosine-protein kinase	Sus scrofa	protein	UniProtKB	
TSPYL1	Testis-specific Y-encoded-like protein 1	Sus scrofa	protein	UniProtKB	
GH1	Somatotropin	Sus scrofa	protein	UniProtKB	
PPP3CA	Protein phosphatase 3 catalytic subunit alpha	Sus scrofa	protein	UniProtKB	
HHIPL2	TATA box-binding protein-associated factor RNA polymerase I subunit A	Sus scrofa	protein	UniProtKB	
PIGW	Phosphatidylinositol-glycan biosynthesis class W protein	Sus scrofa	protein	UniProtKB	
DDHD2	Phospholipase DDHD2	Sus scrofa	protein	UniProtKB	
RAB11FIP1	FIP-RBD domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100524884	Olfactory receptor	Sus scrofa	protein	UniProtKB	
TIMP4	Metalloproteinase inhibitor 4	Sus scrofa	protein	UniProtKB	
VAPB	MSP domain-containing protein	Sus scrofa	protein	UniProtKB	
WEE2	Wee1-like protein kinase	Sus scrofa	protein	UniProtKB	
CHRNA1	Acetylcholine receptor subunit alpha	Sus scrofa	protein	UniProtKB	
MVB12A	Multivesicular body subunit 12A	Sus scrofa	protein	UniProtKB	
BCAR1	SH3 domain-containing protein	Sus scrofa	protein	UniProtKB	
ALKAL1	ALK and LTK ligand 1	Sus scrofa	protein	UniProtKB	
SLC27A2	Solute carrier family 27 member 2	Sus scrofa	protein	UniProtKB	
KCNK12	Potassium channel subfamily K member 12	Sus scrofa	protein	UniProtKB	
NANS	AFP-like domain-containing protein	Sus scrofa	protein	UniProtKB	
LIPC	Hepatic triacylglycerol lipase	Sus scrofa	protein	UniProtKB	
MYZAP	Myocardial zonula adherens protein	Sus scrofa	protein	UniProtKB	
PERP	PERP, TP53 apoptosis effector	Sus scrofa	protein	UniProtKB	
F2RL2	Coagulation factor II thrombin receptor like 2	Sus scrofa	protein	UniProtKB	
ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Sus scrofa	protein	UniProtKB	
HOXD13	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
HOXD12	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
HOXD10	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
HOXD9	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
HOXD4	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC39A14	Zinc transporter ZIP14	Sus scrofa	protein	UniProtKB	
A0A287AP59	Zinc finger protein 91	Sus scrofa	protein	UniProtKB	
CBX3	Chromobox protein homolog 3	Sus scrofa	protein	UniProtKB	
LOC100157581	Olfactory receptor	Sus scrofa	protein	UniProtKB	
HOXD3	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
HOXD1	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
GP2	ZP domain-containing protein	Sus scrofa	protein	UniProtKB	
LLGL2	LLGL domain-containing protein	Sus scrofa	protein	UniProtKB	
ART3	NAD(P)(+)--arginine ADP-ribosyltransferase	Sus scrofa	protein	UniProtKB	
HMG20A	HMG box domain-containing protein	Sus scrofa	protein	UniProtKB	
QDPR	Dihydropteridine reductase	Sus scrofa	protein	UniProtKB	DHPR
IKBKG	NF-kappa-B essential modulator	Sus scrofa	protein	UniProtKB	
NRBP2	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A287B143	Olfactory receptor	Sus scrofa	protein	UniProtKB	
CFAP36	Cilia- and flagella-associated protein 36	Sus scrofa	protein	UniProtKB	
ZNF189	Zinc finger protein 189	Sus scrofa	protein	UniProtKB	
HACE1	HECT domain-containing protein	Sus scrofa	protein	UniProtKB	
RBM45	RNA-binding protein 45	Sus scrofa	protein	UniProtKB	
ASB6	SOCS box domain-containing protein	Sus scrofa	protein	UniProtKB	
ATG4A	Cysteine protease	Sus scrofa	protein	UniProtKB	
DNAH12	Dynein axonemal heavy chain 12	Sus scrofa	protein	UniProtKB	
ACKR1	Atypical chemokine receptor 1	Sus scrofa	protein	UniProtKB	
SLA-8	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
ARFRP1	ADP-ribosylation factor-related protein 1	Sus scrofa	protein	UniProtKB	
P16708	Uteroferrin-associated protein	Sus scrofa	protein	UniProtKB	
MYO5A	Unconventional myosin-Va	Sus scrofa	protein	UniProtKB	
PJVK	Gasdermin domain-containing protein	Sus scrofa	protein	UniProtKB	
FKBP7	peptidylprolyl isomerase	Sus scrofa	protein	UniProtKB	
TNFRSF1B	Tumor necrosis factor receptor superfamily member 1B	Sus scrofa	protein	UniProtKB	
AURKB	Aurora kinase B	Sus scrofa	protein	UniProtKB	AIK2|AIM1|AIRK2|ARK2|STK1|STK12|STK5
DUOX2	NAD(P)H oxidase (H2O2-forming)	Sus scrofa	protein	UniProtKB	
DRD2	D(2) dopamine receptor	Sus scrofa	protein	UniProtKB	
ST14	Matriptase	Sus scrofa	protein	UniProtKB	
CCN4	Cellular communication network factor 4	Sus scrofa	protein	UniProtKB	
CCDC141	Ig-like domain-containing protein	Sus scrofa	protein	UniProtKB	
SESTD1	CRAL-TRIO domain-containing protein	Sus scrofa	protein	UniProtKB	
RPL9	60S ribosomal protein L9	Sus scrofa	protein	UniProtKB	
FICD	Protein adenylyltransferase FICD	Sus scrofa	protein	UniProtKB	
I3LP71	UDP-glucuronosyltransferase	Sus scrofa	protein	UniProtKB	
MEI4	Meiotic double-stranded break formation protein 4	Sus scrofa	protein	UniProtKB	
MAPK6	mitogen-activated protein kinase	Sus scrofa	protein	UniProtKB	
LEO1	RNA polymerase-associated protein LEO1	Sus scrofa	protein	UniProtKB	
LOC110259611	Olfactory receptor	Sus scrofa	protein	UniProtKB	
FARS2	phenylalanine--tRNA ligase	Sus scrofa	protein	UniProtKB	
NCK1	Cytoplasmic protein	Sus scrofa	protein	UniProtKB	
COL10A1	C1q domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A075B5F9	60S ribosomal protein L41	Sus scrofa	protein	UniProtKB	
CCL25	C-C motif chemokine 25	Sus scrofa	protein	UniProtKB	
OSM	Oncostatin-M	Sus scrofa	protein	UniProtKB	
MNDA	Myeloid cell nuclear differentiation antigen-like	Sus scrofa	protein	UniProtKB	
A0A287AP05	Elf-1_N domain-containing protein	Sus scrofa	protein	UniProtKB	
NPTX1	Neuronal pentraxin-1	Sus scrofa	protein	UniProtKB	
MICU2	EF-hand domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC110258730	Olfactory receptor	Sus scrofa	protein	UniProtKB	
UCP3	Mitochondrial uncoupling protein 3	Sus scrofa	protein	UniProtKB	
PSMC3IP	Homologous-pairing protein 2 homolog	Sus scrofa	protein	UniProtKB	
GPR132	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
WDR83OS	PAT complex subunit Asterix	Sus scrofa	protein	UniProtKB	
LOC100739498	Protocadherin beta 13	Sus scrofa	protein	UniProtKB	
I3LP35	Peptidase S1 domain-containing protein	Sus scrofa	protein	UniProtKB	
PRPF38A	Pre-mRNA-splicing factor 38A	Sus scrofa	protein	UniProtKB	
GSKIP	GSKIP_dom domain-containing protein	Sus scrofa	protein	UniProtKB	
THUMPD3	THUMP domain containing 3	Sus scrofa	protein	UniProtKB	
H2AC12	Histone H2A	Sus scrofa	protein	UniProtKB	
WDR74	WD repeat-containing protein 74	Sus scrofa	protein	UniProtKB	
ZZEF1	Zinc finger ZZ-type and EF-hand domain containing 1	Sus scrofa	protein	UniProtKB	
HAL	Histidine ammonia-lyase	Sus scrofa	protein	UniProtKB	
MED30	Mediator of RNA polymerase II transcription subunit 30	Sus scrofa	protein	UniProtKB	
SSUH2	Protein SSUH2 homolog	Sus scrofa	protein	UniProtKB	
OTOA	Otoancorin	Sus scrofa	protein	UniProtKB	
ERO1A	Endoplasmic reticulum oxidoreductase 1 alpha	Sus scrofa	protein	UniProtKB	
SELENBP1	Methanethiol oxidase	Sus scrofa	protein	UniProtKB	
HMGXB4	HMG box domain-containing protein	Sus scrofa	protein	UniProtKB	
ELAVL1	ELAV-like protein	Sus scrofa	protein	UniProtKB	
SMG9	Nonsense-mediated mRNA decay factor SMG9	Sus scrofa	protein	UniProtKB	
NRIP1	Nuclear receptor-interacting protein 1	Sus scrofa	protein	UniProtKB	
GRIN2C	Glutamate receptor	Sus scrofa	protein	UniProtKB	
GPR179	G_PROTEIN_RECEP_F3_4 domain-containing protein	Sus scrofa	protein	UniProtKB	
CYP19A2	Aromatase	Sus scrofa	protein	UniProtKB	
KHDRBS1	KH domain-containing protein	Sus scrofa	protein	UniProtKB	
SS18L1	SSXT domain-containing protein	Sus scrofa	protein	UniProtKB	
EVC	Ellis-van Creveld syndrome protein	Sus scrofa	protein	UniProtKB	
OAZ3	LOW QUALITY PROTEIN: ornithine decarboxylase antizyme 3	Sus scrofa	protein	UniProtKB	
AKAP3	A-kinase anchoring protein 3	Sus scrofa	protein	UniProtKB	
MIOS	zinc_ribbon_16 domain-containing protein	Sus scrofa	protein	UniProtKB	
FIGLA	BHLH domain-containing protein	Sus scrofa	protein	UniProtKB	
CDC42EP5	CRIB domain-containing protein	Sus scrofa	protein	UniProtKB	
HSD3B	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	Sus scrofa	protein	UniProtKB	3b-HSD
ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	Sus scrofa	protein	UniProtKB	
LOC110256649	CCHC-type domain-containing protein	Sus scrofa	protein	UniProtKB	gag
TRIP13	Pachytene checkpoint protein 2 homolog	Sus scrofa	protein	UniProtKB	PCH2
VKORC1	vitamin-K-epoxide reductase (warfarin-sensitive)	Sus scrofa	protein	UniProtKB	
UQCC1	Ubiq_cyt_C_chap domain-containing protein	Sus scrofa	protein	UniProtKB	UQCC
ARL8B	ARL8B protein	Sus scrofa	protein	UniProtKB	
SDR16C5	Epidermal retinol dehydrogenase 2	Sus scrofa	protein	UniProtKB	
RPL10A	Ribosomal protein	Sus scrofa	protein	UniProtKB	
RPLP2	60S acidic ribosomal protein P2	Sus scrofa	protein	UniProtKB	
IDUA	Alpha-L-iduronidase	Sus scrofa	protein	UniProtKB	
EPHA3	receptor protein-tyrosine kinase	Sus scrofa	protein	UniProtKB	
PIDD1	P53-induced death domain protein 1	Sus scrofa	protein	UniProtKB	
SLC25A22	Mitochondrial glutamate carrier 1	Sus scrofa	protein	UniProtKB	
GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	Sus scrofa	protein	UniProtKB	
PTPRN	Protein tyrosine phosphatase receptor type N2	Sus scrofa	protein	UniProtKB	
TMEM80	Transmembrane protein 80	Sus scrofa	protein	UniProtKB	
Q95JC9	Basic proline-rich protein	Sus scrofa	protein	UniProtKB	
ARG1	Arginase-1	Sus scrofa	protein	UniProtKB	
PROK1	Prokineticin domain-containing protein	Sus scrofa	protein	UniProtKB	
ACRV1	Acrosomal vesicle protein 1	Sus scrofa	protein	UniProtKB	
SPEF1	Calponin-homology (CH) domain-containing protein	Sus scrofa	protein	UniProtKB	
ARMC12	Arm_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
CLPSL2	Colipase-like protein 2	Sus scrofa	protein	UniProtKB	
KCNG2	BTB domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC26A8	STAS domain-containing protein	Sus scrofa	protein	UniProtKB	
DEAF1	Deformed epidermal autoregulatory factor 1 homolog	Sus scrofa	protein	UniProtKB	
DRD4	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
PCSK6	Proprotein convertase subtilisin/kexin type 6	Sus scrofa	protein	UniProtKB	
SLC22A18	MFS domain-containing protein	Sus scrofa	protein	UniProtKB	
AMY2	Pancreatic alpha-amylase	Sus scrofa	protein	UniProtKB	
SCG5	Neuroendocrine protein 7B2	Sus scrofa	protein	UniProtKB	SGNE1
INHA	Inhibin alpha chain	Sus scrofa	protein	UniProtKB	
LEAP2	Liver-expressed antimicrobial peptide 2	Sus scrofa	protein	UniProtKB	
CRH	Corticoliberin	Sus scrofa	protein	UniProtKB	
MELTF	Melanotransferrin	Sus scrofa	protein	UniProtKB	
SGSH	N-sulphoglucosamine sulphohydrolase	Sus scrofa	protein	UniProtKB	
LOC106507512	KASH_CCD domain-containing protein	Sus scrofa	protein	UniProtKB	
SAYSD1	SAYSvFN domain-containing protein	Sus scrofa	protein	UniProtKB	
CARD14	Caspase recruitment domain-containing protein 14	Sus scrofa	protein	UniProtKB	
PARM1	Prostate androgen-regulated mucin-like protein 1	Sus scrofa	protein	UniProtKB	
THAP6	THAP-type domain-containing protein	Sus scrofa	protein	UniProtKB	
GAA	P-type domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC26A11	STAS domain-containing protein	Sus scrofa	protein	UniProtKB	
MARCO	SRCR domain-containing protein	Sus scrofa	protein	UniProtKB	
MTARC2	Mitochondrial amidoxime reducing component 2	Sus scrofa	protein	UniProtKB	MARC2|MOSC2
ZMIZ2	SP-RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
GATA6	Transcription factor GATA-6	Sus scrofa	protein	UniProtKB	
CYP11A1	Cholesterol side-chain cleavage enzyme, mitochondrial	Sus scrofa	protein	UniProtKB	
PDGFD	Platelet-derived growth factor D	Sus scrofa	protein	UniProtKB	
RPAP3	RPAP3_C domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100127131	Tubulin alpha chain	Sus scrofa	protein	UniProtKB	
CBX4	Chromo domain-containing protein	Sus scrofa	protein	UniProtKB	
RYR1	Ryanodine receptor 1	Sus scrofa	protein	UniProtKB	CRC
ENPP7	Ectonucleotide pyrophosphatase/phosphodiesterase 7	Sus scrofa	protein	UniProtKB	
ASMT	Acetylserotonin O-methyltransferase	Sus scrofa	protein	UniProtKB	
EMP1	Epithelial membrane protein 1	Sus scrofa	protein	UniProtKB	
IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	Sus scrofa	protein	UniProtKB	
MGAT5B	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase	Sus scrofa	protein	UniProtKB	
RHBDF2	Inactive rhomboid protein	Sus scrofa	protein	UniProtKB	
GRIN1	Glutamate receptor	Sus scrofa	protein	UniProtKB	
SDAD1	Protein SDA1	Sus scrofa	protein	UniProtKB	
UNC45B	Protein unc-45 homolog B	Sus scrofa	protein	UniProtKB	
CYRIB	CYRIA-B_Rac1-bd domain-containing protein	Sus scrofa	protein	UniProtKB	
RBP4	Retinol-binding protein 4	Sus scrofa	protein	UniProtKB	
ATRX	DNA helicase	Sus scrofa	protein	UniProtKB	
CALR	Calreticulin	Sus scrofa	protein	UniProtKB	
DPPA2	SAP domain-containing protein	Sus scrofa	protein	UniProtKB	
CLK4	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
NDST4	[heparan sulfate]-glucosamine N-sulfotransferase	Sus scrofa	protein	UniProtKB	
STK24	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
CXCL11	C-X-C motif chemokine	Sus scrofa	protein	UniProtKB	
PGC	Gastricsin	Sus scrofa	protein	UniProtKB	
LOC100154127	Tripartite motif-containing protein 26	Sus scrofa	protein	UniProtKB	
IBSP	Bone sialoprotein 2	Sus scrofa	protein	UniProtKB	
HSPA5	Endoplasmic reticulum chaperone BiP	Sus scrofa	protein	UniProtKB	GRP78
TRIM10	Tripartite motif-containing protein 10	Sus scrofa	protein	UniProtKB	
P35496	Major seminal plasma glycoprotein PSP-II	Sus scrofa	protein	UniProtKB	
SLITRK5	SLIT and NTRK-like protein 5	Sus scrofa	protein	UniProtKB	
LOC100519633	Olfactory receptor	Sus scrofa	protein	UniProtKB	
G6PC3	Glucose-6-phosphatase	Sus scrofa	protein	UniProtKB	
CNOT4	CCR4-NOT transcription complex subunit 4	Sus scrofa	protein	UniProtKB	
ZNF74	Integral membrane protein DGCR2/IDD	Sus scrofa	protein	UniProtKB	
BEND3	BEN domain-containing protein 3	Sus scrofa	protein	UniProtKB	
ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	Sus scrofa	protein	UniProtKB	
TPM1	Tropomyosin alpha-1 chain	Sus scrofa	protein	UniProtKB	
CAPN2	Calpain-2 catalytic subunit	Sus scrofa	protein	UniProtKB	
DPT	Dermatopontin	Sus scrofa	protein	UniProtKB	
THOP1	Thimet oligopeptidase	Sus scrofa	protein	UniProtKB	
EPO	Erythropoietin	Sus scrofa	protein	UniProtKB	
METTL25	Methyltranfer_dom domain-containing protein	Sus scrofa	protein	UniProtKB	
KCNK9	Potassium channel subfamily K member	Sus scrofa	protein	UniProtKB	
NPY2R	Neuropeptide Y receptor type 2	Sus scrofa	protein	UniProtKB	
LRAT	LRAT domain-containing protein	Sus scrofa	protein	UniProtKB	
BCO2	Beta,beta-carotene 9',10'-oxygenase	Sus scrofa	protein	UniProtKB	
